genre,title,duration,url
역사,따스한 햇살을 닮은 피아노와 독서 | 클래식 플레이리스트,1시간 32분 46초,https://www.youtube.com/watch?v=Ge-CNKLgBcE
역사,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 지친 마음을 달래줄 따뜻한 지브리 OST 모음 | 오케스트라 버전 | 가사 없는 음악 | Studio Ghibli OST,1시간 55분 47초,https://www.youtube.com/watch?v=sJrJO9ymOBw
역사,[𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩] The Classic Loved by the Norwegian Wood | Classic,2시간 15분 36초,https://www.youtube.com/watch?v=tlcEurH9Cpg
역사,"독서를 위한 클래식 음악 | 쇼팽, 드뷔시, 리스트...",2시간 1분 24초,https://www.youtube.com/watch?v=aepIEsxlaXc
역사,"포근한 이불 속, 우리가 사랑한 클래식 Top 50 | 익숙하고 잔잔한 클래식 플레이리스트",3시간 35분 51초,https://www.youtube.com/watch?v=rub7vg6YG7k
역사,공부를 위한 클래식 음악,2시간 27분 57초,https://www.youtube.com/watch?v=mdJU5ogrPMY
역사,Ghibli Piano OST collection was nice to be able to listen to while studying 💖From Nausicaa to Arieti,3시간 8분 46초,https://www.youtube.com/watch?v=U34kLXjdw90
역사,"❄️Best of Bach Piano Music BGM | Classical Masterpieces | Focus, Relax, Sleep Therapy",3시간 1분 23초,https://www.youtube.com/watch?v=4-9gp1puvMI
기타,[Playlist] 독서할 때 듣는 집중력 높이는 음악 🎶 (중간광고없음) | Book & Jazz | 공부 책 업무 작업,7시간 58분 14초,https://www.youtube.com/watch?v=0QmTzpr7qGY
기타,"📚독서할 때 듣기 좋은 음악🎵 (중간 광고 없음, 피아노 연주, ASMR 1시간)",1시간 18초,https://www.youtube.com/watch?v=5_11PkpVZ4w
기타,"10시간 책 읽을 때 듣기 좋은 힐링피아노 모음 🎵 북카페음악, 서점음악, 공부 할 때 듣는 음악, 독서음악",10시간 13분 13초,https://www.youtube.com/watch?v=bPXCOBL6x0s
기타,[중간광고없음] 책 한 권과 커피 한 잔이 어울리는 피아노 | Piano for Reading and Coffee Time 📚☕,3시간 19분,https://www.youtube.com/watch?v=a-yaNxtwfhw
기타,"[Playlist]숲 공기🌿가득 마시며 일하기 |업무음악,공부음악,작업음악,집중할때듣는음악,독서음악 |",10시간 1분 28초,https://www.youtube.com/watch?v=Yuw8TnTei58
기타,편안하게 독서할때  듣는 음악ㅣ집중력을 높이는 음악 ㅣ책읽을때 듣는음악 ㅣ공부할때 듣는 음악  by 힐링메이트,1시간 43초,https://www.youtube.com/watch?v=KaSFoOF6Yw0
기타,[playlist] 책 읽을 때 듣기 좋은 가사없는 노래들. 잔잔한 힐링 플레이리스트.,33분 59초,https://www.youtube.com/watch?v=KeTtsEN4YM8
기타,[Playlist] 정처 없이 걷다가 들어간 헌책방에서 흘러나오는 재즈 l Jazz at the bookstore,4시간 8초,https://www.youtube.com/watch?v=sDDHIu6nwUs
기타,"[Playlist] Work & Jazz | Relaxing Jazz Music Background | Music For Relax,Study,Work",8시간 17분 4초,https://www.youtube.com/watch?v=HfaIcB4Ogxk
기타,[playlist] 독서를 더 특별하게 만드는 재즈 음악 모음 | Book & JAZZ,2시간 16분 51초,https://www.youtube.com/watch?v=fS-glIMAoUM
기타,내가 책 읽을 때 듣는 누자베스 (Nujabes) 노래들 | 𝒑𝒍𝒂𝒚𝒍𝒊𝒔𝒕 | 예스24,1시간 1분 48초,https://www.youtube.com/watch?v=z3aS5AwhJSU
기타,"[playlist] 독서를 돕는 재즈 모음집, 집중력을 높이는 재즈 음악, 도서관에서 자주 들리는 재즈 음악 | Book & Reading Jazz",2시간 10분 3초,https://www.youtube.com/watch?v=WIXGUuISSbs
기타,"📋일할 때 듣기좋은 피아노 모음(공부음악,작업음악,집중할때듣는음악,독서음악)",10시간 2분 18초,https://www.youtube.com/watch?v=1I0WIs5rQjs
